year,DonorCode,donornamee,col,colname,Row,rowname,RecipientCode,RecipientNameE,regionid,Regionnname,incomegrid,incomegrname,Amount,Defl,NatCur,src,share,odaGNI,currencyname
2018,801,Australia,201,"Grants, Total",,,555,Lebanon,10011,MiddleEast,10019,UMICs,22.246364,22.246364,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,252,Madagascar,10003,SouthSahara,10016,LDCs,74.17920453,74.17920453,,dac2a,,,
2018,20,Iceland,201,"Grants, Total",,,251,Liberia,10003,SouthSahara,10016,LDCs,0.840349019,0.840349019,,dac2a,,,
2019,2,Belgium,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,2174.57,2256.222395,1942.543381,dac1,52.107313,0.409181,* Euro
2019,301,Canada,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,4725.24,4736.574766,6270.39348,dac1,68.363723,0.274819,* Canadian dollar
Change 2018/19 %,701,Japan,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,10.05498633,8.049160632,8.667911113,dac1,,,
2019,701,Japan,201,"Grants, Total",,,860,Micronesia,10012,Oceania,10018,LMICs,11.40703779,11.1991369,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,136,Morocco,10002,NorthSahara,10018,LMICs,0.027775616,0.028914074,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,275,Namibia,10003,SouthSahara,10019,UMICs,0.332543337,0.34617351,,dac2a,,,
2018,9,Portugal,201,"Grants, Total",,,231,Central African Republic,10003,SouthSahara,10016,LDCs,0.81757937,0.81757937,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,498,"America, regional",10004,America,10024,UnallocatedIncome,14.70025441,14.70025441,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,142,Egypt,10002,NorthSahara,10018,LMICs,876.0123666,876.0123666,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,617,Uzbekistan,10009,SouthCentralAsia,10018,LMICs,225.1908429,225.1908429,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,236,Benin,10003,SouthSahara,10016,LDCs,294.5424363,297.7314387,,dac2a,,,
2019,301,Canada,,,,,10005,Top 5 recipients,,,,,13.97133684,,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,549,Jordan,10011,MiddleEast,10018,LMICs,3.735725245,3.735725245,,dac2a,,,
2018,3,Denmark,201,"Grants, Total",,,550,West Bank and Gaza Strip,10011,MiddleEast,10018,LMICs,19.80528685,19.80528685,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,614,Kyrgyzstan,10009,SouthCentralAsia,10018,LMICs,36.63101516,36.63101516,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,273,Somalia,10003,SouthSahara,10016,LDCs,18.02422791,18.02422791,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,349,Haiti,10005,CaribbeanCentralAmerica,10016,LDCs,1.721178614,1.721178614,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,614,Kyrgyzstan,10009,SouthCentralAsia,10018,LMICs,0.175151894,0.175151894,,dac2a,,,
2019,8,Norway,201,"Grants, Total",,,463,Venezuela,10006,SouthAmerica,10019,UMICs,5.522927966,6.010969456,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,268,Sao Tome and Principe,10003,SouthSahara,10016,LDCs,14.51056644,15.13616313,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,543,Iraq,10011,MiddleEast,10019,UMICs,0.005358782,0.005589816,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,573,Syrian Arab Republic,10011,MiddleEast,10018,LMICs,4.537980522,4.733627302,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,617,Uzbekistan,10009,SouthCentralAsia,10018,LMICs,0.000673906,0.00070296,,dac2a,,,
2018,1,Austria,201,"Grants, Total",,,764,Thailand,10008,FarEastAsia,10019,UMICs,1.306273894,1.306273894,,dac2a,,,
2019,22,Luxembourg,201,"Grants, Total",,,71,Albania,10010,Europe,10019,UMICs,0.189648002,0.194402908,,dac2a,,,
2019,22,Luxembourg,201,"Grants, Total",,,425,Argentina,10006,SouthAmerica,10019,UMICs,0.180327203,0.184848415,,dac2a,,,
2019,1,Austria,201,"Grants, Total",,,451,Paraguay,10006,SouthAmerica,10019,UMICs,0.234479481,0.243263971,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,617,Uzbekistan,10009,SouthCentralAsia,10018,LMICs,18.63776972,19.28020305,,dac2a,,,
2019,6,Italy,201,"Grants, Total",,,640,Sri Lanka,10009,SouthCentralAsia,10018,LMICs,1.416926143,1.485244743,,dac2a,,,
2019,8,Norway,201,"Grants, Total",,,266,Rwanda,10003,SouthSahara,10016,LDCs,8.730459505,9.501939142,,dac2a,,,
2018,20,Iceland,201,"Grants, Total",,,282,Tanzania,10003,SouthSahara,10016,LDCs,0.064743995,0.064743995,,dac2a,,,
2018,22,Luxembourg,201,"Grants, Total",,,498,"America, regional",10004,America,10024,UnallocatedIncome,0.008921917,0.008921917,,dac2a,,,
2018,76,Poland,201,"Grants, Total",,,71,Albania,10010,Europe,10019,UMICs,0.035826227,0.035826227,,dac2a,,,
2019,18,Finland,201,"Grants, Total",,,241,Ghana,10003,SouthSahara,10018,LMICs,0.911953586,0.941866036,,dac2a,,,
2019,18,Finland,201,"Grants, Total",,,275,Namibia,10003,SouthSahara,10019,UMICs,0.758059468,0.782924128,,dac2a,,,
2019,20,Iceland,201,"Grants, Total",,,769,Viet Nam,10008,FarEastAsia,10018,LMICs,0.089359523,0.096760694,,dac2a,,,
2019,918,EU Institutions,204,ODA Gross Loans,,,364,Nicaragua,10005,CaribbeanCentralAmerica,10018,LMICs,17.69842158,18.36861558,,dac2a,,,
2018,4,France,204,ODA Gross Loans,,,457,Suriname,10006,SouthAmerica,10019,UMICs,0.284028184,0.284028184,,dac2a,,,
2018,5,Germany,204,ODA Gross Loans,,,65,Montenegro,10010,Europe,10019,UMICs,16.73635581,16.73635581,,dac2a,,,
2018,5,Germany,204,ODA Gross Loans,,,189,"North of Sahara, regional",10002,NorthSahara,10024,UnallocatedIncome,22.4241709,22.4241709,,dac2a,,,
2019,4,France,204,ODA Gross Loans,,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,10.09450843,10.48804429,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,660,Nepal,10009,SouthCentralAsia,10016,LDCs,12.470362,12.470362,,dac2a,,,
2019,75,Hungary,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,312.06,321.581196,90685.44736,dac1,50.993399,0.212585,* Hungarian forint
2019,820,New Zealand,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,554.76,570.635784,842.12568,dac1,82.084144,0.275666,* New Zealand dollar
Change 2018/19 %,9,Portugal,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,-0.233332523,4.067926014,5.183009627,dac1,,,
2019,742,Korea,201,"Grants, Total",,,240,Gambia,10003,SouthSahara,10016,LDCs,0.914253,0.974312746,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,769,Viet Nam,10008,FarEastAsia,10018,LMICs,48.71450727,50.71120097,,dac2a,,,
2018,4,France,204,ODA Gross Loans,,,239,Gabon,10003,SouthSahara,10019,UMICs,98.94759238,98.94759238,,dac2a,,,
2018,20001,Total DAC Countries,201,"Grants, Total",,,260,Niger,10003,SouthSahara,10016,LDCs,523.96001,523.96001,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,55,Turkey,10010,Europe,10019,UMICs,394.5225237,394.5225237,,dac2a,,,
2019,3,Denmark,528,Total ODA,400,Multisector,,,,,,,79.48571064,81.05418337,,dac5,,,
2019,18,Finland,528,Total ODA,130,"Education, Health & Population",,,,,,,6.637377287,6.740368413,,dac5,,,
2019,301,Canada,528,Total ODA,140,Other Social Infrastructure,,,,,,,27.55333489,27.60654197,,dac5,,,
2018,4,France,201,"Grants, Total",,,428,Bolivia,10006,SouthAmerica,10018,LMICs,11.26905311,11.26905311,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,336,Costa Rica,10005,CaribbeanCentralAmerica,10019,UMICs,0.058037295,0.058037295,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,753,Mongolia,10008,FarEastAsia,10018,LMICs,0.050513395,0.050513395,,dac2a,,,
2018,7,Netherlands,201,"Grants, Total",,,240,Gambia,10003,SouthSahara,10016,LDCs,0.058214174,0.058214174,,dac2a,,,
2018,7,Netherlands,201,"Grants, Total",,,769,Viet Nam,10008,FarEastAsia,10018,LMICs,0.217722979,0.217722979,,dac2a,,,
2018,10,Sweden,201,"Grants, Total",,,549,Jordan,10011,MiddleEast,10018,LMICs,11.17719807,11.17719807,,dac2a,,,
2019,301,Canada,201,"Grants, Total",,,232,Chad,10003,SouthSahara,10016,LDCs,10.85818786,10.88423416,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,235,Democratic Republic of the Congo,10003,SouthSahara,10016,LDCs,201.9936345,208.9562403,,dac2a,,,
2019,6,Italy,201,"Grants, Total",,,85,Ukraine,10010,Europe,10018,LMICs,0.767017762,0.804000338,,dac2a,,,
2019,10,Sweden,201,"Grants, Total",,,241,Ghana,10003,SouthSahara,10018,LMICs,0.871174807,0.921996147,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,614,Kyrgyzstan,10009,SouthCentralAsia,10018,LMICs,22.5389998,22.74200701,,dac2a,,,
2018,1,Austria,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,0.868083642,0.868083642,,dac2a,,,
2019,5,Germany,204,ODA Gross Loans,,,769,Viet Nam,10008,FarEastAsia,10018,LMICs,108.0896683,111.8154578,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,66,North Macedonia,10010,Europe,10019,UMICs,0.135212758,0.135212758,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,257,Mauritius,10003,SouthSahara,10019,UMICs,0.029346324,0.029346324,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,610,Armenia,10009,SouthCentralAsia,10018,LMICs,1.727947765,1.727947765,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,498,"America, regional",10004,America,10024,UnallocatedIncome,99.52850024,99.52850024,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,745,Lao People's Democratic Republic,10008,FarEastAsia,10016,LDCs,55.47757,55.47757,,dac2a,,,
2018,701,Japan,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,14163.52,14163.52,1564187.989,dac1,75.942492,0.275805,* Japanese yen
2019,701,Japan,201,"Grants, Total",,,244,Guinea-Bissau,10003,SouthSahara,10016,LDCs,5.138824348,5.045165839,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,285,Uganda,10003,SouthSahara,10016,LDCs,45.15470782,44.33173308,,dac2a,,,
2018,742,Korea,204,ODA Gross Loans,,,728,Cambodia,10008,FarEastAsia,10016,LDCs,33.999503,33.999503,,dac2a,,,
2018,701,Japan,201,"Grants, Total",,,228,Burundi,10003,SouthSahara,10016,LDCs,9.857942281,9.857942281,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,256,Mauritania,10003,SouthSahara,10016,LDCs,0.143786,0.143786,,dac2a,,,
2019,69,Slovak Republic,528,Total ODA,130,"Education, Health & Population",,,,,,,0.008395,0.008625906,,dac5,,,
2018,10,Sweden,201,"Grants, Total",,,236,Benin,10003,SouthSahara,10016,LDCs,0.662800331,0.662800331,,dac2a,,,
2018,10,Sweden,201,"Grants, Total",,,550,West Bank and Gaza Strip,10011,MiddleEast,10018,LMICs,61.63128976,61.63128976,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,288,Zambia,10003,SouthSahara,10016,LDCs,549.8407892,550.9352784,,dac2a,,,
2019,20001,Total DAC Countries,204,ODA Gross Loans,,,64,Bosnia and Herzegovina,10010,Europe,10019,UMICs,49.42185974,49.9745301,,dac2a,,,
2019,1,Austria,528,Total ODA,140,Other Social Infrastructure,,,,,,,28.9345428,29.36098864,,dac5,,,
2019,22,Luxembourg,528,Total ODA,200,Economic Infrastructure,,,,,,,30.92916124,31.33169529,,dac5,,,
2019,10,Sweden,201,"Grants, Total",,,611,Azerbaijan,10009,SouthCentralAsia,10019,UMICs,1.138134854,1.204529725,,dac2a,,,
2018,1,Austria,201,"Grants, Total",,,616,Turkmenistan,10009,SouthCentralAsia,10019,UMICs,0.157630886,0.157630886,,dac2a,,,
2018,1,Austria,201,"Grants, Total",,,789,"Far East Asia, regional",10008,FarEastAsia,10024,UnallocatedIncome,0.174752744,0.174752744,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,389,"Caribbean & Central America, regional",10005,CaribbeanCentralAmerica,10024,UnallocatedIncome,69.13622343,69.13622343,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,63,Serbia,10010,Europe,10019,UMICs,0.912678119,0.912678119,,dac2a,,,
2018,8,Norway,201,"Grants, Total",,,666,Bangladesh,10009,SouthCentralAsia,10016,LDCs,14.82393956,14.82393956,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,9.553874691,9.553874691,,dac2a,,,
2018,22,Luxembourg,201,"Grants, Total",,,364,Nicaragua,10005,CaribbeanCentralAmerica,10018,LMICs,12.61361029,12.61361029,,dac2a,,,
2018,69,Slovak Republic,201,"Grants, Total",,,228,Burundi,10003,SouthSahara,10016,LDCs,0.00528,0.00528,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,740,Democratic People's Republic of Korea,10008,FarEastAsia,10017,OtherLICs,1.795288805,1.795288805,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,655,Maldives,10009,SouthCentralAsia,10019,UMICs,1.529974,1.503189877,,dac2a,,,
2019,6,Italy,201,"Grants, Total",,,229,Cameroon,10003,SouthSahara,10018,LMICs,8.558093004,8.970730552,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,798,"Asia, regional",10007,Asia,10024,UnallocatedIncome,44.369815,47.28458783,,dac2a,,,
2018,5,Germany,204,ODA Gross Loans,,,139,Tunisia,10002,NorthSahara,10018,LMICs,168.6595952,168.6595952,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,366,Panama,10005,CaribbeanCentralAmerica,10019,UMICs,0.212487,0.212487,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,19.95779535,19.95779535,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,619,"Central Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,4.392063826,4.392063826,,dac2a,,,
2018,22,Luxembourg,201,"Grants, Total",,,580,Yemen,10011,MiddleEast,10016,LDCs,1.984914649,1.984914649,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,234,Congo,10003,SouthSahara,10018,LMICs,2.39088422,2.39088422,,dac2a,,,
2019,69,Slovak Republic,528,Total ODA,700,Humanitarian Aid,,,,,,,1.335765,1.36783003,,dac5,,,
2018,5,Germany,201,"Grants, Total",,,655,Maldives,10009,SouthCentralAsia,10019,UMICs,0.04450476,0.04450476,,dac2a,,,
2018,8,Norway,201,"Grants, Total",,,225,Angola,10003,SouthSahara,10016,LDCs,6.447356247,6.447356247,,dac2a,,,
2018,8,Norway,201,"Grants, Total",,,580,Yemen,10011,MiddleEast,10016,LDCs,29.36562583,29.36562583,,dac2a,,,
2018,9,Portugal,201,"Grants, Total",,,349,Haiti,10005,CaribbeanCentralAmerica,10016,LDCs,0.036740234,0.036740234,,dac2a,,,
2018,10,Sweden,201,"Grants, Total",,,463,Venezuela,10006,SouthAmerica,10019,UMICs,3.044078638,3.044078638,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,63,Serbia,10010,Europe,10019,UMICs,24.51337458,24.51337458,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,236,Benin,10003,SouthSahara,10016,LDCs,45.13533295,46.69112223,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,498,"America, regional",10004,America,10024,UnallocatedIncome,1.208432777,1.26053216,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,142,Egypt,10002,NorthSahara,10018,LMICs,14.35935198,14.48868567,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,349,Haiti,10005,CaribbeanCentralAmerica,10016,LDCs,22.77976353,22.98493928,,dac2a,,,
2018,1,Austria,201,"Grants, Total",,,88,States Ex-Yugoslavia unspecified,10010,Europe,10024,UnallocatedIncome,1.450316736,1.450316736,,dac2a,,,
2018,3,Denmark,201,"Grants, Total",,,282,Tanzania,10003,SouthSahara,10016,LDCs,55.08367911,55.08367911,,dac2a,,,
2019,75,Hungary,201,"Grants, Total",,,136,Morocco,10002,NorthSahara,10018,LMICs,2.184312171,2.250957253,,dac2a,,,
2019,301,Canada,201,"Grants, Total",,,282,Tanzania,10003,SouthSahara,10016,LDCs,79.73720016,79.92847139,,dac2a,,,
2019,1,Austria,201,"Grants, Total",,,613,Kazakhstan,10009,SouthCentralAsia,10019,UMICs,2.889039606,2.997273987,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,755,Philippines,10008,FarEastAsia,10018,LMICs,4.585546894,4.757728468,,dac2a,,,
2019,3,Denmark,201,"Grants, Total",,,142,Egypt,10002,NorthSahara,10018,LMICs,0.299985246,0.31265873,,dac2a,,,
2019,3,Denmark,201,"Grants, Total",,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,3.881143298,4.045110054,,dac2a,,,
2018,40,Greece,201,"Grants, Total",,,238,Ethiopia,10003,SouthSahara,10016,LDCs,0.065605417,0.065605417,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,366,Panama,10005,CaribbeanCentralAmerica,10019,UMICs,1.204664878,1.204664878,,dac2a,,,
2018,75,Hungary,201,"Grants, Total",,,751,Malaysia,10008,FarEastAsia,10019,UMICs,0.02187614,0.02187614,,dac2a,,,
2019,18,Finland,201,"Grants, Total",,,235,Democratic Republic of the Congo,10003,SouthSahara,10016,LDCs,2.941699317,3.038188257,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,189,"North of Sahara, regional",10002,NorthSahara,10024,UnallocatedIncome,2.082918961,2.162332166,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,289,"South of Sahara, regional",10003,SouthSahara,10024,UnallocatedIncome,0.973130594,1.010232095,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,66,North Macedonia,10010,Europe,10019,UMICs,0.032417,0.03454656,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,655,Maldives,10009,SouthCentralAsia,10019,UMICs,0.012315646,0.012668087,,dac2a,,,
2018,701,Japan,201,"Grants, Total",,,244,Guinea-Bissau,10003,SouthSahara,10016,LDCs,0.414407368,0.414407368,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,625,Afghanistan,10009,SouthCentralAsia,10016,LDCs,75.02522165,75.02522165,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,139,Tunisia,10002,NorthSahara,10018,LMICs,164.1466069,164.1466069,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,611,Azerbaijan,10009,SouthCentralAsia,10019,UMICs,23.73264487,23.73264487,,dac2a,,,
2019,2,Belgium,528,Total ODA,930,Unspecified,,,,,,,191.1842076,193.7726082,,dac5,,,
2019,50,Spain,528,Total ODA,300,Production,,,,,,,55.90075361,56.61247744,,dac5,,,
2019,302,United States,528,Total ODA,300,Production,,,,,,,1280.901871,1270.924065,,dac5,,,
2019,801,Australia,528,Total ODA,700,Humanitarian Aid,,,,,,,202.9610119,207.5195892,,dac5,,,
2019,8,Norway,201,"Grants, Total",,,228,Burundi,10003,SouthSahara,10016,LDCs,4.180612052,4.550037861,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,238,Ethiopia,10003,SouthSahara,10016,LDCs,15.87819581,16.02120962,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,289,"South of Sahara, regional",10003,SouthSahara,10024,UnallocatedIncome,214.9736348,220.1241165,,dac2a,,,
2018,1,Austria,201,"Grants, Total",,,832,Fiji,10012,Oceania,10019,UMICs,0.041855411,0.041855411,,dac2a,,,
2018,4,France,201,"Grants, Total",,,366,Panama,10005,CaribbeanCentralAmerica,10019,UMICs,0.77462625,0.77462625,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,451,Paraguay,10006,SouthAmerica,10019,UMICs,1.075226431,1.075226431,,dac2a,,,
2019,68,Czech Republic,201,"Grants, Total",,,66,North Macedonia,10010,Europe,10019,UMICs,1.453651417,1.487326938,,dac2a,,,
2019,68,Czech Republic,201,"Grants, Total",,,751,Malaysia,10008,FarEastAsia,10019,UMICs,0.029385158,0.030065899,,dac2a,,,
2019,76,Poland,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,0.109024613,0.112587843,,dac2a,,,
2019,4,France,201,"Grants, Total",,,1027,"Eastern Africa, regional",10003,SouthSahara,10024,UnallocatedIncome,0.424589466,0.441142147,,dac2a,,,
2019,6,Italy,201,"Grants, Total",,,378,Dominica,10005,CaribbeanCentralAmerica,10019,UMICs,0.301889623,0.316445552,,dac2a,,,
2019,7,Netherlands,201,"Grants, Total",,,234,Congo,10003,SouthSahara,10018,LMICs,0.242047364,0.248307269,,dac2a,,,
2018,22,Luxembourg,201,"Grants, Total",,,231,Central African Republic,10003,SouthSahara,10016,LDCs,1.401059716,1.401059716,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,753,Mongolia,10008,FarEastAsia,10018,LMICs,0.197286841,0.197286841,,dac2a,,,
2019,18,Finland,201,"Grants, Total",,,351,Honduras,10005,CaribbeanCentralAmerica,10018,LMICs,1.327596579,1.371142289,,dac2a,,,
2019,21,Ireland,201,"Grants, Total",,,227,Botswana,10003,SouthSahara,10019,UMICs,0.175860237,0.183668774,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,130,Algeria,10002,NorthSahara,10019,UMICs,8.768702885,9.103017767,,dac2a,,,
2019,61,Slovenia,201,"Grants, Total",,,730,China (People's Republic of),10008,FarEastAsia,10019,UMICs,0.014628904,0.015023183,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,93,Moldova,10010,Europe,10018,LMICs,0.956831582,0.939392687,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,249,Lesotho,10003,SouthSahara,10016,LDCs,4.588167286,4.50454487,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,860,Micronesia,10012,Oceania,10018,LMICs,0.565684,0.602845308,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,765,Timor-Leste,10008,FarEastAsia,10016,LDCs,52.64240439,54.8000934,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,238,Ethiopia,10003,SouthSahara,10016,LDCs,189.179503,196.3432473,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,342,El Salvador,10005,CaribbeanCentralAmerica,10018,LMICs,32.03652748,33.24966892,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,283,Togo,10003,SouthSahara,10016,LDCs,89.50257352,91.51218486,,dac2a,,,
2019,10,Sweden,528,Total ODA,700,Humanitarian Aid,,,,,,,268.1891987,270.8940472,,dac5,,,
2018,1,Austria,201,"Grants, Total",,,543,Iraq,10011,MiddleEast,10019,UMICs,5.166683217,5.166683217,,dac2a,,,
2018,4,France,201,"Grants, Total",,,730,China (People's Republic of),10008,FarEastAsia,10019,UMICs,118.385115,118.385115,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,580,Yemen,10011,MiddleEast,10016,LDCs,6.326652307,6.326652307,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,278,Sudan,10003,SouthSahara,10016,LDCs,10.63033234,10.63033234,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,679,"South Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,3.397379078,3.397379078,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,235,Democratic Republic of the Congo,10003,SouthSahara,10016,LDCs,0.913909783,0.913909783,,dac2a,,,
